,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore
0,13430063.0,15691230.0,0.0,196879995.0,149017354.0,10446730.0,0.0,0.0,0.0,16658499.0,34039709.0,91203043.0,0.0,219348473.0,2109328.0,2999246.0,50182641.0,9437127.0,0.0,191405655.0
